,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,labelAtaxicGait,labelBradykinesia,labelFreezingOfGait,labelMuscleAtrophy,labelMyopathicGait,labelNoPathologicalGait,labelSittingWithTremor
1970-01-01 00:00:00.000,-0.19123500000000004,0.088264560000000006,-1.0048383600000002,-0.94219999999999982,-5.7148000000000003,-0.89740000000000009,0,0,1,0,0,0,0
1970-01-01 00:00:00.500,-0.18652336000000003,0.075566800000000003,-1.00652684,-0.27860000000000001,-6.9173999999999998,2.4738000000000002,0,0,1,0,0,0,0
1970-01-01 00:00:01.000,-0.16301396000000001,0.094906240000000003,-1.0892696799999999,21.113399999999999,7.2771999999999979,49.533399999999993,0,0,1,0,0,0,0
1970-01-01 00:00:01.500,-0.40236331999999997,0.15915144000000001,-0.9665620800000001,6.5926,-21.866600000000002,-22.258599999999998,0,0,1,0,0,0,0
1970-01-01 00:00:02.000,-0.18362464000000003,0.098910279999999989,-1.0093450399999999,-0.35000000000000009,-9.8545999999999996,3.0786000000000002,0,0,1,0,0,0,0
1970-01-01 00:00:02.500,-0.24231151999999997,0.10070856,-0.98438627999999995,-7.8133999999999979,-9.7188000000000017,-9.2791999999999994,0,0,1,0,0,0,0
1970-01-01 00:00:03.000,-0.20354724000000002,0.095613840000000005,-1.0018176400000001,1.1270000000000002,-9.0089999999999986,5.8548000000000009,0,0,1,0,0,0,0
1970-01-01 00:00:03.500,-0.19804991999999999,0.099737439999999983,-1.0033158,-1.1816,3.6651999999999991,-1.7640000000000002,0,0,1,0,0,0,0
1970-01-01 00:00:04.000,0.024717199999999998,0.10161868,-1.1280168799999999,0.70840000000000003,-27.9636,49.278599999999997,0,0,1,0,0,0,0
1970-01-01 00:00:04.500,-0.50566071999999995,0.21292904000000004,-0.95309571999999987,17.735199999999999,7.0644000000000018,-29.120000000000001,0,0,1,0,0,0,0
1970-01-01 00:00:05.000,-0.19836467999999999,0.095013600000000004,-1.00485544,-2.3324000000000003,-5.6195999999999993,3.4454000000000002,0,0,1,0,0,0,0
1970-01-01 00:00:05.500,-0.15471063999999998,0.094332840000000001,-1.02989716,-17.574200000000001,-27.164199999999997,1.1046,0,0,1,0,0,0,0
1970-01-01 00:00:06.000,-0.43475187999999998,0.21682084000000004,-1.00833244,30.724399999999999,33.332599999999999,-11.571,0,0,1,0,0,0,0
1970-01-01 00:00:06.500,-0.23013835999999999,0.098942000000000002,-1.0061559600000001,10.194800000000001,-31.938199999999998,-0.32619999999999988,0,0,1,0,0,0,0
1970-01-01 00:00:07.000,-0.18743835999999997,0.081347160000000016,-1.0070611999999999,-3.577,-10.624600000000001,-0.53199999999999992,0,0,1,0,0,0,0
1970-01-01 00:00:07.500,-0.20536259999999998,0.090968080000000007,-1.0001999199999998,-3.1009999999999995,-4.2755999999999998,-0.54320000000000035,0,0,1,0,0,0,0
1970-01-01 00:00:08.000,-0.23153159999999995,0.098568680000000006,-0.98870019999999992,-4.4590000000000005,-5.6224000000000016,-0.058800000000000005,0,0,1,0,0,0,0
1970-01-01 00:00:08.500,-0.22564144000000003,0.082501279999999996,-0.99411455999999998,-1.0388000000000002,-9.5045999999999999,-5.8954000000000004,0,0,1,0,0,0,0
1970-01-01 00:00:09.000,-0.27117672000000004,0.14961592000000004,-0.93605475999999999,-16.4864,-69.336399999999998,34.382600000000004,0,0,1,0,0,0,0
1970-01-01 00:00:09.500,-0.43950011999999994,0.20144884000000002,-1.04284624,27.609400000000001,49.753200000000007,5.8534000000000042,0,0,1,0,0,0,0
1970-01-01 00:00:10.000,-0.32241671999999993,0.14848132,-0.94283552000000004,29.573599999999995,-6.1291999999999982,-37.627800000000001,0,0,1,0,0,0,0
